6.00312499999999982e+00 1.48288320408492145e+04 2.96264749524679155e+03 1.77914795360960052e+04 -1.56249999999988199e+03 8.47315005016462064e-01
6.00624999999999964e+00 1.48231179172930206e+04 2.95986865337928703e+03 1.77829865706723067e+04 -1.56249999999988222e+03 8.57179930905488496e-01
6.00937499999999947e+00 1.48174039121399201e+04 2.95707776535067387e+03 1.77744816774905921e+04 -1.56249999999988222e+03 8.67075437842795838e-01
6.01249999999999929e+00 1.48116902668065322e+04 2.95427483853533386e+03 1.77659651053418675e+04 -1.56249999999988222e+03 8.77000032925581596e-01
6.01562499999999911e+00 1.48059772217150003e+04 2.95145988186237355e+03 1.77574371035773729e+04 -1.56249999999988222e+03 8.86952280471687726e-01
6.01874999999999893e+00 1.48002650162745376e+04 2.94863290582777427e+03 1.77488979221023110e+04 -1.56249999999988222e+03 8.96930799330112327e-01
6.02187499999999876e+00 1.47945538888631399e+04 2.94579408454656641e+03 1.77403479734097054e+04 -1.56249999999988222e+03 9.06909623118230201e-01
6.02499999999999858e+00 1.47888440768107721e+04 2.94294375744903346e+03 1.77317878342598051e+04 -1.56249999999988222e+03 9.16837819414837996e-01
6.02812499999999840e+00 1.47831358163840123e+04 2.94008195590668356e+03 1.77232177722906963e+04 -1.56249999999988222e+03 9.26763078697675602e-01
6.03124999999999822e+00 1.47774293427691973e+04 2.93720837095962270e+03 1.77146377137288218e+04 -1.56249999999988222e+03 9.36733743843464195e-01
6.03437499999999805e+00 1.47717248900518862e+04 2.93432301234510851e+03 1.77060479023969965e+04 -1.56249999999988222e+03 9.46748910290511003e-01
6.03749999999999787e+00 1.47660226911991740e+04 2.93142605714635374e+03 1.76974487483455268e+04 -1.56249999999988245e+03 9.56832690082513815e-01
6.04062499999999769e+00 1.47603229780437778e+04 2.92851752371345174e+03 1.76888405017572295e+04 -1.56249999999988268e+03 9.66934313066445172e-01
6.04374999999999751e+00 1.47546259812674562e+04 2.92559727833282159e+03 1.76802232596002796e+04 -1.56249999999988222e+03 9.77027639925591718e-01
6.04687499999999734e+00 1.47489319303838365e+04 2.92266517981247398e+03 1.76715971101963114e+04 -1.56249999999988222e+03 9.87136680688159185e-01
6.04999999999999716e+00 1.47432410537198703e+04 2.91972125479513215e+03 1.76629623085150015e+04 -1.56249999999988268e+03 9.97260488121477384e-01
6.05312499999999698e+00 1.47375535783996820e+04 2.91676553160719368e+03 1.76543191100068761e+04 -1.56249999999988268e+03 1.00739814685726947e+00
6.05624999999999680e+00 1.47318697303285189e+04 2.91379816913699460e+03 1.76456678994655122e+04 -1.56249999999988290e+03 1.01752342522655104e+00
6.05937499999999662e+00 1.47261897341776748e+04 2.91081919909921544e+03 1.76370089332768912e+04 -1.56249999999988245e+03 1.02763530882363074e+00
6.06249999999999645e+00 1.47205138133693272e+04 2.90782852604118852e+03 1.76283423394105157e+04 -1.56249999999988222e+03 1.03775827195242876e+00
6.06562499999999627e+00 1.47148421900599769e+04 2.90482618509732038e+03 1.76196683751572964e+04 -1.56249999999988268e+03 1.04789152285300768e+00
6.06874999999999609e+00 1.47091750851252909e+04 2.90181221312831622e+03 1.76109872982536072e+04 -1.56249999999988313e+03 1.05803429467752852e+00
