Iter, Rerror, Perror
1 1.72623446820625415e-01 8.13858393715682249e-01
2 1.25673112418381527e-01 6.76637761391459591e-01
3 7.54281724500775741e-02 4.22205521228873504e-01
4 4.53369753409503390e-02 2.88572931787243192e-01
5 4.84496652700356009e-02 3.10476428012505634e-01
6 3.24609420599232951e-02 2.16760070835500057e-01
7 2.22878024156203079e-02 1.58030162991076334e-01
8 1.76804654502611056e-02 1.30478848406759884e-01
9 1.30325508592223499e-02 9.37526488645972073e-02
10 1.10773970663437110e-02 9.52722205752168094e-02
11 6.46006234153072723e-03 5.21932985033508878e-02
12 4.84207369184913711e-17 3.68205695654493002e-16
